,Max_k,Model,Learning rate,Parameters,Eval loss,Test loss,Test perf,Img Classif Loss,Img Classif Perf
18,10,QUANN,0.001,209330,0.09833887467781703,0.09917254658772591,0.7423114231292237,1.3646496181488037,0.6002
19,10,SetTransformer,0.001,269874,,,0.5,,0.0127
20,10,QUANNTransformer,0.001,252978,0.14699270197796444,0.14968697306640605,0.6940134256444079,1.8406604331970216,0.4651
21,15,DeepSet,0.0001,208818,0.2950063745180766,0.29568451484467123,0.552433876281089,1.9873282682418822,0.4222
22,15,MeanSet,0.0001,208818,0.3196977807415856,0.32028804212174516,0.5180298990391671,2.818622039413452,0.1968
23,15,PointNet,0.0001,208818,0.3332710242460644,0.334210198610387,0.504767858601631,3.310589000701904,0.0619
24,15,HPDS,0.0001,208819,0.3198518488142226,0.32062032501748267,0.5171242273868398,3.10300329208374,0.1341
25,15,QUANN,0.0001,209330,0.30087654127015007,0.30142287783166194,0.539625548935951,2.4432912754058838,0.2903
26,15,SetTransformer,0.0001,269874,0.2681857993205388,0.2698296026346531,0.5994928935740856,1.9632182146072388,0.4558
27,15,QUANNTransformer,0.0001,252978,0.2028337941756324,0.20274818863006347,0.6567397669274756,1.7903345636367798,0.5468
28,15,DeepSet,0.0005,208818,0.2805846089881564,0.28111301552742085,0.5808578374538016,1.750497876548767,0.4846
29,15,MeanSet,0.0005,208818,0.32641639643245274,0.3272982100222973,0.5109321475028992,3.3044369819641113,0.0644
30,15,PointNet,0.0005,208818,0.33335242526871817,0.3341922293952171,0.504767858601631,3.303215625,0.0619
31,15,HPDS,0.0005,208819,0.28725240911756245,0.28794139813869557,0.554824061850284,2.499677259063721,0.2877
32,15,QUANN,0.0005,209330,0.19463915578902713,0.1951173575634652,0.6628144205884731,1.6594281154632569,0.5079
33,15,SetTransformer,0.0005,269874,,,0.5,,0.0127
34,15,QUANNTransformer,0.0005,252978,0.17885002895953164,0.1787425804328411,0.6879503961573256,1.7795779180526734,0.4899
35,15,DeepSet,0.001,208818,0.27959019797188894,0.28074999454807725,0.5875767551838084,1.8375263118743896,0.4525
36,15,MeanSet,0.001,208818,0.32653568661402144,0.32731676387025954,0.5123558174422447,3.303139582824707,0.0619
37,15,PointNet,0.001,208818,0.33336670531166923,0.3342344687974199,0.504767858601631,3.3009451843261717,0.0644
38,15,HPDS,0.001,208819,0.3112895905025422,0.31139494034838167,0.5271211393336033,2.978962466430664,0.1683
39,15,QUANN,0.001,209330,0.13370470608037616,0.13289370649355522,0.7206550938017825,1.2962796767234803,0.6207
40,15,SetTransformer,0.001,269874,0.3265576438298301,0.32747070871769113,0.5093219758982354,3.3009839775085448,0.0644
41,15,QUANNTransformer,0.001,252978,0.1386789351938263,0.13767710827449534,0.718848743337266,1.7290725734710692,0.4974
42,20,DeepSet,0.0001,208818,0.3116604018779028,0.3147798995388315,0.5624033491662208,1.983748790359497,0.4169
43,20,MeanSet,0.0001,208818,0.33287964879520354,0.3366714421104878,0.5293690118383854,2.648890351486206,0.2348
44,20,PointNet,0.0001,208818,0.35317477489274646,0.356981652531218,0.503938633393734,3.311932899093628,0.0597
45,20,HPDS,0.0001,208819,0.33684017497395713,0.3403806299605268,0.5244239632119524,3.047690896224976,0.1369
46,20,QUANN,0.0001,209330,0.3207843724697355,0.3242347462380186,0.5466678237661402,2.539754872131348,0.2743
47,20,SetTransformer,0.0001,269874,0.28300924528212773,0.2850127442085997,0.6100473010793646,1.9212679975509643,0.4723
48,20,QUANNTransformer,0.0001,252978,0.23451526179200127,0.23499111403176126,0.6482369386135264,1.8215845893859863,0.5198
49,20,DeepSet,0.0005,208818,0.29963599074454533,0.3037405140856479,0.5794960989596996,1.9281682514190674,0.432
50,20,MeanSet,0.0005,208818,0.3415807173365638,0.3449054151139361,0.5208467879193894,3.3022903003692625,0.0644
51,20,PointNet,0.0005,208818,0.35309223523215644,0.35691001377207165,0.5030304713452116,3.305650886154175,0.0644
52,20,HPDS,0.0005,208819,0.3114557384498536,0.31499903601534823,0.5564037421916393,2.693326760101318,0.2433
53,20,QUANN,0.0005,209330,0.20583115021387735,0.2070072225116669,0.6667556217376222,1.5593668741226197,0.544
54,20,SetTransformer,0.0005,269874,,,0.5,,0.0127
55,20,QUANNTransformer,0.0005,252978,0.20728248050288547,0.20793386643871348,0.6733602443908123,1.8152529409408569,0.4794
56,20,DeepSet,0.001,208818,0.31410487540184506,0.3184978977796879,0.5611826929640262,2.249814507675171,0.3354
57,20,MeanSet,0.001,208818,0.3418893199118357,0.3449812430016538,0.5213423326928565,3.302690685272217,0.0644
58,20,PointNet,0.001,208818,0.3532505603063674,0.3569014998192483,0.503541221961062,3.301372724533081,0.0644
59,20,HPDS,0.001,208819,0.33967482381396824,0.3427906803628232,0.5216336269327935,3.269424861526489,0.0891
60,20,QUANN,0.001,209330,0.25158263222565724,0.25384525066994607,0.6295901796919234,2.0248264432907104,0.4145
61,20,SetTransformer,0.001,269874,,,0.5,,0.0127
62,20,QUANNTransformer,0.001,252978,0.16378795154510983,0.16294017117074194,0.7080674019265683,1.6716501998901367,0.5113
63,25,DeepSet,0.0001,208818,0.32534853806571357,0.3271473982232682,0.5674294138208349,2.0395042486190795,0.4103
64,25,MeanSet,0.0001,208818,0.34663567325425526,0.3485851979002039,0.541035661672024,2.8248643646240232,0.1867
65,25,PointNet,0.0001,208818,0.37045947852588834,0.37105938253250526,0.506285513335086,3.3266315883636475,0.0644
66,25,HPDS,0.0001,208819,0.3528453404941256,0.354332224485722,0.5320169767166706,3.2518114265441893,0.1205
67,25,QUANN,0.0001,209330,0.33447191024583484,0.3366156058742645,0.5518293894351797,2.651915810394287,0.2493
68,25,SetTransformer,0.0001,269874,0.3051886705179063,0.3065494695242415,0.6004125051041866,2.0654152181625367,0.4228
69,25,QUANNTransformer,0.0001,252978,0.26810957798882135,0.27064368255594945,0.6284558373562833,1.9197110191345215,0.4688
70,25,DeepSet,0.0005,208818,0.30798561516262235,0.3115147035172645,0.596799059751186,1.7700069917678833,0.4788
71,25,MeanSet,0.0005,208818,0.35285761810484384,0.3543396059502947,0.5328762036688784,3.303629909133911,0.0619
72,25,PointNet,0.0005,208818,0.3702028819492885,0.37097718962963594,0.5067010360195282,3.304751719665527,0.0644
73,25,HPDS,0.0005,208819,0.35021943374285625,0.35176676860515105,0.5339536749302073,3.207171199798584,0.1092
74,25,QUANN,0.0005,209330,0.23388498785003783,0.23210398377256192,0.6553702538317823,1.713133889389038,0.5031
75,25,SetTransformer,0.0005,269874,0.3529326556220887,0.3543742451261967,0.5313106578715304,3.197677808380127,0.0889
76,25,QUANNTransformer,0.0005,252978,0.22878336007632907,0.22774028682962377,0.6648806263791754,1.7532836389541626,0.491
77,25,DeepSet,0.001,208818,0.3315391412803105,0.33239608273861254,0.5622956949345609,2.424637074279785,0.2857
78,25,MeanSet,0.001,208818,0.3530877838059077,0.3546524510738697,0.530877523599787,3.3023149463653563,0.0644
79,25,PointNet,0.001,208818,0.2400754683074497,0.24004510932780326,0.6609594612679583,2.0693730072021483,0.406
80,25,HPDS,0.001,208819,0.3518972850981213,0.35347997793491853,0.5338697008630062,3.5900538864135743,0.0622
81,25,QUANN,0.001,209330,0.2032218561286018,0.20261931419372559,0.6767142839888309,1.4941762468338013,0.563
82,25,SetTransformer,0.001,269874,0.35298297755301944,0.3543577270304903,0.5326995595972589,3.2993418045043947,0.0619
83,25,QUANNTransformer,0.001,252978,,,0.5,,0.0127
