,Agg func,Model,Learning rate,Parameters,Eval loss,Test loss
191,sum,PointNet,0.0001,196225,21.874450623043,23.251238579445697
192,sum,HPDS,0.0001,196226,12.767752980429028,13.289139504128315
193,sum,QUANN,0.0001,196737,4.7123508926421875,5.387442942629469
194,sum,SetTransformer,0.0001,263553,2.9699667824639215,4.078929500376924
195,sum,QUANNTransformer,0.0001,246657,1.4262106619657031,2.977982151381513
196,sum,DeepSet,0.0005,196225,4.678556960726541,5.9175782051492245
197,sum,MeanSet,0.0005,196225,5.936838933399746,7.229922084098167
198,sum,PointNet,0.0005,196225,17.635816642216273,20.456529789782586
199,sum,HPDS,0.0005,196226,5.179625672007364,6.0503616104734705
200,sum,QUANN,0.0005,196737,3.572772489653693,4.809679135363153
201,sum,SetTransformer,0.0005,263553,1.9422056731723605,3.778733565452251
202,sum,QUANNTransformer,0.0005,246657,1.7599247310842787,2.653609865206353
203,sum,DeepSet,0.001,196225,5.476989102742029,6.757257114065454
204,sum,MeanSet,0.001,196225,24.302116863311284,27.675611703953845
205,sum,PointNet,0.001,196225,15.61509895324707,19.437503708169814
206,sum,HPDS,0.001,196226,13.277610998305063,12.642272193381126
207,sum,QUANN,0.001,196737,10.657599490786355,12.34281786959222
208,sum,SetTransformer,0.001,263553,6.091932584368993,7.089024868417294
209,sum,QUANNTransformer,0.001,246657,1.317531298195559,2.472808743886491
